t_s,ref,angulo,error,bias,d,epsilon,u,Timestamp_Python
70.053,15.0,17.76,-2.76,23.0,4.0,3.0,19.0,1775748038.934
70.063,15.0,17.66,-2.66,23.0,4.0,3.0,19.0,1775748038.9441
70.073,15.0,17.57,-2.57,23.0,4.0,3.0,19.0,1775748038.9544
70.083,15.0,17.48,-2.48,23.0,4.0,3.0,19.0,1775748038.9646
70.094,15.0,17.37,-2.37,23.0,4.0,3.0,19.0,1775748038.9752
70.104,15.0,17.27,-2.27,23.0,4.0,3.0,19.0,1775748038.9887
70.115,15.0,17.14,-2.14,23.0,4.0,3.0,19.0,1775748038.9959
70.125,15.0,17.04,-2.04,23.0,4.0,3.0,19.0,1775748039.006
70.135,15.0,16.91,-1.91,23.0,4.0,3.0,19.0,1775748039.0162
70.145,15.0,16.79,-1.79,23.0,4.0,3.0,19.0,1775748039.0264
70.156,15.0,16.66,-1.66,23.0,4.0,3.0,19.0,1775748039.0369
70.166,15.0,16.53,-1.53,23.0,4.0,3.0,19.0,1775748039.0475
70.177,15.0,16.42,-1.42,23.0,4.0,3.0,19.0,1775748039.0578
70.187,15.0,16.27,-1.27,23.0,4.0,3.0,19.0,1775748039.0681
70.197,15.0,16.14,-1.14,23.0,4.0,3.0,19.0,1775748039.0786
70.208,15.0,15.99,-0.99,23.0,4.0,3.0,19.0,1775748039.0887
70.218,15.0,15.85,-0.85,23.0,4.0,3.0,19.0,1775748039.099
70.228,15.0,15.7,-0.7,23.0,4.0,3.0,19.0,1775748039.1092
70.239,15.0,15.56,-0.56,23.0,4.0,3.0,19.0,1775748039.1197
70.249,15.0,15.42,-0.42,23.0,4.0,3.0,19.0,1775748039.1303
70.259,15.0,15.28,-0.28,23.0,4.0,3.0,19.0,1775748039.1409
70.27,15.0,14.99,0.01,23.0,4.0,3.0,19.0,1775748039.1506
70.28,15.0,14.86,0.14,23.0,4.0,3.0,19.0,1775748039.1612
70.29,15.0,14.71,0.29,23.0,4.0,3.0,19.0,1775748039.1712
70.3,15.0,14.57,0.43,23.0,4.0,3.0,19.0,1775748039.1813
70.311,15.0,14.42,0.58,23.0,4.0,3.0,19.0,1775748039.1919
70.321,15.0,14.3,0.7,23.0,4.0,3.0,19.0,1775748039.2022
70.331,15.0,14.15,0.85,23.0,4.0,3.0,19.0,1775748039.212
70.341,15.0,14.02,0.98,23.0,4.0,3.0,19.0,1775748039.2224
70.352,15.0,13.88,1.12,23.0,4.0,3.0,19.0,1775748039.2329
70.362,15.0,13.75,1.25,23.0,4.0,3.0,19.0,1775748039.243
70.372,15.0,13.62,1.38,23.0,4.0,3.0,19.0,1775748039.2536
70.383,15.0,13.49,1.51,23.0,4.0,3.0,19.0,1775748039.2636
70.393,15.0,13.37,1.63,23.0,4.0,3.0,19.0,1775748039.2738
70.403,15.0,13.26,1.74,23.0,4.0,3.0,19.0,1775748039.2843
70.414,15.0,13.14,1.86,23.0,4.0,3.0,19.0,1775748039.2948
70.424,15.0,13.04,1.96,23.0,4.0,3.0,19.0,1775748039.3053
70.434,15.0,12.93,2.07,23.0,4.0,3.0,19.0,1775748039.3153
70.445,15.0,12.84,2.16,23.0,4.0,3.0,19.0,1775748039.3262
70.455,15.0,12.74,2.26,23.0,4.0,3.0,19.0,1775748039.3364
70.466,15.0,12.66,2.34,23.0,4.0,3.0,19.0,1775748039.347
70.476,15.0,12.57,2.43,23.0,4.0,3.0,19.0,1775748039.3571
70.486,15.0,12.49,2.51,23.0,4.0,3.0,19.0,1775748039.3674
70.497,15.0,12.41,2.59,23.0,4.0,3.0,19.0,1775748039.378
70.507,15.0,12.34,2.66,23.0,4.0,3.0,19.0,1775748039.3883
70.517,15.0,12.28,2.72,23.0,4.0,3.0,19.0,1775748039.3985
70.528,15.0,12.22,2.78,23.0,4.0,3.0,19.0,1775748039.409
70.538,15.0,12.17,2.83,23.0,4.0,3.0,19.0,1775748039.4193
70.548,15.0,12.13,2.87,23.0,4.0,3.0,19.0,1775748039.4293
70.558,15.0,12.09,2.91,23.0,4.0,3.0,19.0,1775748039.4394
70.568,15.0,12.07,2.93,23.0,4.0,3.0,19.0,1775748039.4495
70.578,15.0,12.04,2.96,23.0,4.0,3.0,19.0,1775748039.4596
70.589,15.0,12.02,2.98,23.0,4.0,3.0,19.0,1775748039.4701
70.6,15.0,11.99,3.01,23.0,4.0,3.0,27.0,1775748039.4808
70.61,15.0,11.96,3.04,23.0,4.0,3.0,27.0,1775748039.4907
70.62,15.0,11.94,3.06,23.0,4.0,3.0,27.0,1775748039.501
70.63,15.0,11.94,3.06,23.0,4.0,3.0,27.0,1775748039.5111
70.641,15.0,11.93,3.07,23.0,4.0,3.0,27.0,1775748039.5217
70.65,15.0,11.94,3.06,23.0,4.0,3.0,27.0,1775748039.5315
70.661,15.0,11.94,3.06,23.0,4.0,3.0,27.0,1775748039.5422
70.672,15.0,11.96,3.04,23.0,4.0,3.0,27.0,1775748039.5529
70.682,15.0,11.97,3.03,23.0,4.0,3.0,27.0,1775748039.563
70.692,15.0,12.0,3.0,23.0,4.0,3.0,27.0,1775748039.5731
70.702,15.0,12.03,2.97,23.0,4.0,3.0,27.0,1775748039.5833
70.713,15.0,12.07,2.93,23.0,4.0,3.0,27.0,1775748039.5938
70.723,15.0,12.11,2.89,23.0,4.0,3.0,27.0,1775748039.6039
70.733,15.0,12.15,2.85,23.0,4.0,3.0,27.0,1775748039.6142
70.744,15.0,12.19,2.81,23.0,4.0,3.0,27.0,1775748039.6249
70.753,15.0,12.23,2.77,23.0,4.0,3.0,27.0,1775748039.6345
70.764,15.0,12.28,2.72,23.0,4.0,3.0,27.0,1775748039.6448
70.774,15.0,12.31,2.69,23.0,4.0,3.0,27.0,1775748039.6552
70.785,15.0,12.37,2.63,23.0,4.0,3.0,27.0,1775748039.6656
70.795,15.0,12.41,2.59,23.0,4.0,3.0,27.0,1775748039.6763
70.805,15.0,12.47,2.53,23.0,4.0,3.0,27.0,1775748039.6866
70.816,15.0,12.55,2.45,23.0,4.0,3.0,27.0,1775748039.6968
70.826,15.0,12.6,2.4,23.0,4.0,3.0,27.0,1775748039.7072
70.836,15.0,12.68,2.32,23.0,4.0,3.0,27.0,1775748039.7175
70.847,15.0,12.75,2.25,23.0,4.0,3.0,27.0,1775748039.7277
70.857,15.0,12.83,2.17,23.0,4.0,3.0,27.0,1775748039.7379
70.867,15.0,12.94,2.06,23.0,4.0,3.0,27.0,1775748039.748
70.877,15.0,13.0,2.0,23.0,4.0,3.0,27.0,1775748039.7582
70.887,15.0,13.1,1.9,23.0,4.0,3.0,27.0,1775748039.7684
70.898,15.0,13.19,1.81,23.0,4.0,3.0,27.0,1775748039.7788
70.908,15.0,13.29,1.71,23.0,4.0,3.0,27.0,1775748039.7891
70.918,15.0,13.41,1.59,23.0,4.0,3.0,27.0,1775748039.7995
70.929,15.0,13.48,1.52,23.0,4.0,3.0,27.0,1775748039.8102
70.939,15.0,13.58,1.42,23.0,4.0,3.0,27.0,1775748039.82
70.949,15.0,13.8,1.2,23.0,4.0,3.0,27.0,1775748039.8302
70.959,15.0,13.8,1.2,23.0,4.0,3.0,27.0,1775748039.8404
70.969,15.0,14.01,0.99,23.0,4.0,3.0,27.0,1775748039.8505
70.98,15.0,14.13,0.87,23.0,4.0,3.0,27.0,1775748039.8609
70.99,15.0,14.26,0.74,23.0,4.0,3.0,27.0,1775748039.871
71.0,15.0,14.38,0.62,23.0,4.0,3.0,27.0,1775748039.8813
71.01,15.0,14.5,0.5,23.0,4.0,3.0,27.0,1775748039.8915
71.021,15.0,14.62,0.38,23.0,4.0,3.0,27.0,1775748039.902
71.031,15.0,14.75,0.25,23.0,4.0,3.0,27.0,1775748039.9125
71.042,15.0,14.9,0.1,23.0,4.0,3.0,27.0,1775748039.923
71.052,15.0,15.01,-0.01,23.0,4.0,3.0,27.0,1775748039.9334
71.063,15.0,15.14,-0.14,23.0,4.0,3.0,27.0,1775748039.9438
71.073,15.0,15.27,-0.27,23.0,4.0,3.0,27.0,1775748039.9545
71.084,15.0,15.39,-0.39,23.0,4.0,3.0,27.0,1775748039.9649
71.094,15.0,15.52,-0.52,23.0,4.0,3.0,27.0,1775748039.9754
71.105,15.0,15.63,-0.63,23.0,4.0,3.0,27.0,1775748039.986
71.115,15.0,15.74,-0.74,23.0,4.0,3.0,27.0,1775748039.996
71.125,15.0,15.88,-0.88,23.0,4.0,3.0,27.0,1775748040.0062
71.135,15.0,15.98,-0.98,23.0,4.0,3.0,27.0,1775748040.0165
71.146,15.0,16.1,-1.1,23.0,4.0,3.0,27.0,1775748040.0267
71.156,15.0,16.22,-1.22,23.0,4.0,3.0,27.0,1775748040.0372
71.166,15.0,16.34,-1.34,23.0,4.0,3.0,27.0,1775748040.0475
71.177,15.0,16.46,-1.46,23.0,4.0,3.0,27.0,1775748040.0579
71.187,15.0,16.57,-1.57,23.0,4.0,3.0,27.0,1775748040.0684
71.198,15.0,16.68,-1.68,23.0,4.0,3.0,27.0,1775748040.0791
71.208,15.0,16.8,-1.8,23.0,4.0,3.0,27.0,1775748040.089
71.218,15.0,16.89,-1.89,23.0,4.0,3.0,27.0,1775748040.0994
71.228,15.0,16.99,-1.99,23.0,4.0,3.0,27.0,1775748040.1096
71.239,15.0,17.1,-2.1,23.0,4.0,3.0,27.0,1775748040.1197
71.249,15.0,17.18,-2.18,23.0,4.0,3.0,27.0,1775748040.1303
71.259,15.0,17.26,-2.26,23.0,4.0,3.0,27.0,1775748040.1405
71.27,15.0,17.43,-2.43,23.0,4.0,3.0,27.0,1775748040.1507
71.28,15.0,17.51,-2.51,23.0,4.0,3.0,27.0,1775748040.1613
71.29,15.0,17.57,-2.57,23.0,4.0,3.0,27.0,1775748040.1714
71.301,15.0,17.64,-2.64,23.0,4.0,3.0,27.0,1775748040.1816
71.311,15.0,17.73,-2.73,23.0,4.0,3.0,27.0,1775748040.1925
71.321,15.0,17.78,-2.78,23.0,4.0,3.0,27.0,1775748040.2024
71.332,15.0,17.85,-2.85,23.0,4.0,3.0,27.0,1775748040.2127
71.342,15.0,17.92,-2.92,23.0,4.0,3.0,27.0,1775748040.2234
71.352,15.0,17.97,-2.97,23.0,4.0,3.0,27.0,1775748040.2332
71.362,15.0,18.02,-3.02,23.0,4.0,3.0,19.0,1775748040.2432
71.372,15.0,18.06,-3.06,23.0,4.0,3.0,19.0,1775748040.2534
71.383,15.0,18.11,-3.11,23.0,4.0,3.0,19.0,1775748040.2641
71.393,15.0,18.14,-3.14,23.0,4.0,3.0,19.0,1775748040.2741
71.403,15.0,18.15,-3.15,23.0,4.0,3.0,19.0,1775748040.2843
71.414,15.0,18.17,-3.17,23.0,4.0,3.0,19.0,1775748040.2947
71.424,15.0,18.18,-3.18,23.0,4.0,3.0,19.0,1775748040.3051
71.434,15.0,18.17,-3.17,23.0,4.0,3.0,19.0,1775748040.3155
71.445,15.0,18.17,-3.17,23.0,4.0,3.0,19.0,1775748040.3259
71.455,15.0,18.15,-3.15,23.0,4.0,3.0,19.0,1775748040.3363
71.465,15.0,18.13,-3.13,23.0,4.0,3.0,19.0,1775748040.3523
71.476,15.0,18.1,-3.1,23.0,4.0,3.0,19.0,1775748040.357
71.486,15.0,18.06,-3.06,23.0,4.0,3.0,19.0,1775748040.3673
71.496,15.0,18.03,-3.03,23.0,4.0,3.0,19.0,1775748040.3773
71.507,15.0,17.98,-2.98,23.0,4.0,3.0,19.0,1775748040.3877
71.517,15.0,17.93,-2.93,23.0,4.0,3.0,19.0,1775748040.398
71.527,15.0,17.87,-2.87,23.0,4.0,3.0,19.0,1775748040.4084
71.537,15.0,17.81,-2.81,23.0,4.0,3.0,19.0,1775748040.4185
71.548,15.0,17.74,-2.74,23.0,4.0,3.0,19.0,1775748040.429
71.558,15.0,17.66,-2.66,23.0,4.0,3.0,19.0,1775748040.4391
71.568,15.0,17.58,-2.58,23.0,4.0,3.0,19.0,1775748040.4495
71.578,15.0,17.49,-2.49,23.0,4.0,3.0,19.0,1775748040.4595
71.589,15.0,17.4,-2.4,23.0,4.0,3.0,19.0,1775748040.47
71.599,15.0,17.31,-2.31,23.0,4.0,3.0,19.0,1775748040.4802
71.61,15.0,17.21,-2.21,23.0,4.0,3.0,19.0,1775748040.4907
71.62,15.0,17.01,-2.01,23.0,4.0,3.0,19.0,1775748040.501
71.63,15.0,16.91,-1.91,23.0,4.0,3.0,19.0,1775748040.5111
71.64,15.0,16.79,-1.79,23.0,4.0,3.0,19.0,1775748040.5214
71.651,15.0,16.69,-1.69,23.0,4.0,3.0,19.0,1775748040.5318
71.661,15.0,16.57,-1.57,23.0,4.0,3.0,19.0,1775748040.5421
71.671,15.0,16.45,-1.45,23.0,4.0,3.0,19.0,1775748040.5525
71.683,15.0,16.34,-1.34,23.0,4.0,3.0,19.0,1775748040.5639
71.692,15.0,16.2,-1.2,23.0,4.0,3.0,19.0,1775748040.5731
71.702,15.0,16.08,-1.08,23.0,4.0,3.0,19.0,1775748040.5833
71.713,15.0,15.93,-0.93,23.0,4.0,3.0,19.0,1775748040.5938
71.723,15.0,15.8,-0.8,23.0,4.0,3.0,19.0,1775748040.6045
71.734,15.0,15.65,-0.65,23.0,4.0,3.0,19.0,1775748040.6149
71.745,15.0,15.52,-0.52,23.0,4.0,3.0,19.0,1775748040.6257
71.755,15.0,15.38,-0.38,23.0,4.0,3.0,19.0,1775748040.6363
71.766,15.0,15.25,-0.25,23.0,4.0,3.0,19.0,1775748040.6465
71.776,15.0,15.11,-0.11,23.0,4.0,3.0,19.0,1775748040.6569
71.786,15.0,14.98,0.02,23.0,4.0,3.0,19.0,1775748040.6672
71.797,15.0,14.86,0.14,23.0,4.0,3.0,19.0,1775748040.6776
71.807,15.0,14.71,0.29,23.0,4.0,3.0,19.0,1775748040.6877
71.817,15.0,14.59,0.41,23.0,4.0,3.0,19.0,1775748040.698
71.827,15.0,14.44,0.56,23.0,4.0,3.0,19.0,1775748040.7083
71.838,15.0,14.32,0.68,23.0,4.0,3.0,19.0,1775748040.7188
71.848,15.0,14.18,0.82,23.0,4.0,3.0,19.0,1775748040.729
71.858,15.0,14.05,0.95,23.0,4.0,3.0,19.0,1775748040.7388
71.868,15.0,13.92,1.08,23.0,4.0,3.0,19.0,1775748040.7492
71.878,15.0,13.79,1.21,23.0,4.0,3.0,19.0,1775748040.7593
71.889,15.0,13.66,1.34,23.0,4.0,3.0,19.0,1775748040.7697
71.9,15.0,13.54,1.46,23.0,4.0,3.0,19.0,1775748040.7807
71.909,15.0,13.31,1.69,23.0,4.0,3.0,19.0,1775748040.7904
71.92,15.0,13.19,1.81,23.0,4.0,3.0,19.0,1775748040.801
71.93,15.0,13.09,1.91,23.0,4.0,3.0,19.0,1775748040.8115
71.94,15.0,12.98,2.02,23.0,4.0,3.0,19.0,1775748040.8216
71.951,15.0,12.89,2.11,23.0,4.0,3.0,19.0,1775748040.8319
71.961,15.0,12.79,2.21,23.0,4.0,3.0,19.0,1775748040.8421
71.971,15.0,12.7,2.3,23.0,4.0,3.0,19.0,1775748040.8526
71.982,15.0,12.62,2.38,23.0,4.0,3.0,19.0,1775748040.8628
71.992,15.0,12.54,2.46,23.0,4.0,3.0,19.0,1775748040.8729
72.002,15.0,12.46,2.54,23.0,4.0,3.0,19.0,1775748040.883
72.012,15.0,12.39,2.61,23.0,4.0,3.0,19.0,1775748040.8932
72.022,15.0,12.32,2.68,23.0,4.0,3.0,19.0,1775748040.9036
72.033,15.0,12.26,2.74,23.0,4.0,3.0,19.0,1775748040.9139
72.043,15.0,12.2,2.8,23.0,4.0,3.0,19.0,1775748040.9241
72.053,15.0,12.16,2.84,23.0,4.0,3.0,19.0,1775748040.9342
72.063,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748040.9446
72.074,15.0,12.07,2.93,23.0,4.0,3.0,19.0,1775748040.9552
72.084,15.0,12.03,2.97,23.0,4.0,3.0,19.0,1775748040.9654
72.095,15.0,12.0,3.0,23.0,4.0,3.0,19.0,1775748040.9758
72.105,15.0,11.98,3.02,23.0,4.0,3.0,27.0,1775748040.9861
72.115,15.0,11.95,3.05,23.0,4.0,3.0,27.0,1775748040.9963
72.126,15.0,11.94,3.06,23.0,4.0,3.0,27.0,1775748041.0069
72.136,15.0,11.93,3.07,23.0,4.0,3.0,27.0,1775748041.017
72.146,15.0,11.93,3.07,23.0,4.0,3.0,27.0,1775748041.0273
72.156,15.0,11.92,3.08,23.0,4.0,3.0,27.0,1775748041.0375
72.167,15.0,11.93,3.07,23.0,4.0,3.0,27.0,1775748041.0479
72.177,15.0,11.93,3.07,23.0,4.0,3.0,27.0,1775748041.058
72.187,15.0,11.95,3.05,23.0,4.0,3.0,27.0,1775748041.0685
72.197,15.0,11.96,3.04,23.0,4.0,3.0,27.0,1775748041.0785
72.207,15.0,11.98,3.02,23.0,4.0,3.0,27.0,1775748041.0887
72.218,15.0,12.01,2.99,23.0,4.0,3.0,27.0,1775748041.0988
72.228,15.0,12.04,2.96,23.0,4.0,3.0,27.0,1775748041.1089
72.238,15.0,12.07,2.93,23.0,4.0,3.0,27.0,1775748041.1191
72.249,15.0,12.11,2.89,23.0,4.0,3.0,27.0,1775748041.1301
72.259,15.0,12.16,2.84,23.0,4.0,3.0,27.0,1775748041.141
72.269,15.0,12.25,2.75,23.0,4.0,3.0,27.0,1775748041.1505
72.279,15.0,12.29,2.71,23.0,4.0,3.0,27.0,1775748041.1607
72.29,15.0,12.36,2.64,23.0,4.0,3.0,27.0,1775748041.1707
72.3,15.0,12.42,2.58,23.0,4.0,3.0,27.0,1775748041.181
72.31,15.0,12.47,2.53,23.0,4.0,3.0,27.0,1775748041.1911
72.32,15.0,12.55,2.45,23.0,4.0,3.0,27.0,1775748041.2013
72.33,15.0,12.58,2.42,23.0,4.0,3.0,27.0,1775748041.2114
72.341,15.0,12.66,2.34,23.0,4.0,3.0,27.0,1775748041.2222
72.351,15.0,12.73,2.27,23.0,4.0,3.0,27.0,1775748041.2326
72.362,15.0,12.81,2.19,23.0,4.0,3.0,27.0,1775748041.2425
72.372,15.0,12.91,2.09,23.0,4.0,3.0,27.0,1775748041.2528
72.382,15.0,12.97,2.03,23.0,4.0,3.0,27.0,1775748041.2631
72.392,15.0,13.06,1.94,23.0,4.0,3.0,27.0,1775748041.2732
72.403,15.0,13.17,1.83,23.0,4.0,3.0,27.0,1775748041.2836
72.413,15.0,13.26,1.74,23.0,4.0,3.0,27.0,1775748041.2939
72.423,15.0,13.38,1.62,23.0,4.0,3.0,27.0,1775748041.304
72.433,15.0,13.46,1.54,23.0,4.0,3.0,27.0,1775748041.3143
72.444,15.0,13.57,1.43,23.0,4.0,3.0,27.0,1775748041.3247
72.454,15.0,13.7,1.3,23.0,4.0,3.0,27.0,1775748041.3346
72.464,15.0,13.79,1.21,23.0,4.0,3.0,27.0,1775748041.3451
72.474,15.0,13.91,1.09,23.0,4.0,3.0,27.0,1775748041.3553
72.485,15.0,14.01,0.99,23.0,4.0,3.0,27.0,1775748041.3656
72.495,15.0,14.14,0.86,23.0,4.0,3.0,27.0,1775748041.3762
72.506,15.0,14.26,0.74,23.0,4.0,3.0,27.0,1775748041.3867
72.516,15.0,14.37,0.63,23.0,4.0,3.0,27.0,1775748041.3972
72.527,15.0,14.49,0.51,23.0,4.0,3.0,27.0,1775748041.4079
72.537,15.0,14.63,0.37,23.0,4.0,3.0,27.0,1775748041.418
72.547,15.0,14.76,0.24,23.0,4.0,3.0,27.0,1775748041.4282
72.557,15.0,14.89,0.11,23.0,4.0,3.0,27.0,1775748041.4386
72.568,15.0,15.02,-0.02,23.0,4.0,3.0,27.0,1775748041.4486
72.578,15.0,15.16,-0.16,23.0,4.0,3.0,27.0,1775748041.4594
72.589,15.0,15.3,-0.3,23.0,4.0,3.0,27.0,1775748041.4697
72.599,15.0,15.42,-0.42,23.0,4.0,3.0,27.0,1775748041.4802
72.609,15.0,15.55,-0.55,23.0,4.0,3.0,27.0,1775748041.4902
72.619,15.0,15.82,-0.82,23.0,4.0,3.0,27.0,1775748041.5004
72.63,15.0,15.95,-0.95,23.0,4.0,3.0,27.0,1775748041.5117
72.64,15.0,16.08,-1.08,23.0,4.0,3.0,27.0,1775748041.5214
72.651,15.0,16.21,-1.21,23.0,4.0,3.0,27.0,1775748041.5316
72.661,15.0,16.34,-1.34,23.0,4.0,3.0,27.0,1775748041.5421
72.671,15.0,16.45,-1.45,23.0,4.0,3.0,27.0,1775748041.5524
72.682,15.0,16.58,-1.58,23.0,4.0,3.0,27.0,1775748041.5629
72.693,15.0,16.72,-1.72,23.0,4.0,3.0,27.0,1775748041.5738
72.703,15.0,16.83,-1.83,23.0,4.0,3.0,27.0,1775748041.5837
72.713,15.0,16.94,-1.94,23.0,4.0,3.0,27.0,1775748041.5941
72.724,15.0,17.07,-2.07,23.0,4.0,3.0,27.0,1775748041.6048
72.734,15.0,17.19,-2.19,23.0,4.0,3.0,27.0,1775748041.6147
72.744,15.0,17.3,-2.3,23.0,4.0,3.0,27.0,1775748041.6253
72.755,15.0,17.4,-2.4,23.0,4.0,3.0,27.0,1775748041.6362
72.765,15.0,17.51,-2.51,23.0,4.0,3.0,27.0,1775748041.6465
72.776,15.0,17.62,-2.62,23.0,4.0,3.0,27.0,1775748041.6568
72.786,15.0,17.7,-2.7,23.0,4.0,3.0,27.0,1775748041.6672
72.796,15.0,17.79,-2.79,23.0,4.0,3.0,27.0,1775748041.6774
72.806,15.0,17.89,-2.89,23.0,4.0,3.0,27.0,1775748041.6875
72.817,15.0,17.96,-2.96,23.0,4.0,3.0,27.0,1775748041.6979
72.827,15.0,18.04,-3.04,23.0,4.0,3.0,19.0,1775748041.7083
72.838,15.0,18.12,-3.12,23.0,4.0,3.0,19.0,1775748041.7185
72.848,15.0,18.19,-3.19,23.0,4.0,3.0,19.0,1775748041.7287
72.858,15.0,18.26,-3.26,23.0,4.0,3.0,19.0,1775748041.7388
72.868,15.0,18.31,-3.31,23.0,4.0,3.0,19.0,1775748041.7491
72.878,15.0,18.36,-3.36,23.0,4.0,3.0,19.0,1775748041.7593
72.888,15.0,18.41,-3.41,23.0,4.0,3.0,19.0,1775748041.7695
72.899,15.0,18.42,-3.42,23.0,4.0,3.0,19.0,1775748041.7799
72.909,15.0,18.43,-3.43,23.0,4.0,3.0,19.0,1775748041.7899
72.919,15.0,18.44,-3.44,23.0,4.0,3.0,19.0,1775748041.8002
72.929,15.0,18.43,-3.43,23.0,4.0,3.0,19.0,1775748041.8103
72.939,15.0,18.41,-3.41,23.0,4.0,3.0,19.0,1775748041.8204
72.95,15.0,18.35,-3.35,23.0,4.0,3.0,19.0,1775748041.8308
72.96,15.0,18.31,-3.31,23.0,4.0,3.0,19.0,1775748041.8408
72.97,15.0,18.26,-3.26,23.0,4.0,3.0,19.0,1775748041.8512
72.98,15.0,18.22,-3.22,23.0,4.0,3.0,19.0,1775748041.8615
72.991,15.0,18.15,-3.15,23.0,4.0,3.0,19.0,1775748041.8717
73.001,15.0,18.09,-3.09,23.0,4.0,3.0,19.0,1775748041.8818
73.011,15.0,18.01,-3.01,23.0,4.0,3.0,19.0,1775748041.8922
73.021,15.0,17.92,-2.92,23.0,4.0,3.0,19.0,1775748041.9024
73.031,15.0,17.83,-2.83,23.0,4.0,3.0,19.0,1775748041.9126
73.042,15.0,17.73,-2.73,23.0,4.0,3.0,19.0,1775748041.9228
73.052,15.0,17.63,-2.63,23.0,4.0,3.0,19.0,1775748041.9332
73.062,15.0,17.5,-2.5,23.0,4.0,3.0,19.0,1775748041.9435
73.072,15.0,17.4,-2.4,23.0,4.0,3.0,19.0,1775748041.9534
73.083,15.0,17.29,-2.29,23.0,4.0,3.0,19.0,1775748041.9643
73.093,15.0,17.17,-2.17,23.0,4.0,3.0,19.0,1775748041.9747
73.104,15.0,17.07,-2.07,23.0,4.0,3.0,19.0,1775748041.9849
73.114,15.0,16.94,-1.94,23.0,4.0,3.0,19.0,1775748041.9956
73.125,15.0,16.84,-1.84,23.0,4.0,3.0,19.0,1775748042.006
73.135,15.0,16.7,-1.7,23.0,4.0,3.0,19.0,1775748042.0165
73.147,15.0,16.59,-1.59,23.0,4.0,3.0,19.0,1775748042.0279
73.156,15.0,16.44,-1.44,23.0,4.0,3.0,19.0,1775748042.037
73.166,15.0,16.31,-1.31,23.0,4.0,3.0,19.0,1775748042.0469
73.177,15.0,16.17,-1.17,23.0,4.0,3.0,19.0,1775748042.0577
73.187,15.0,16.02,-1.02,23.0,4.0,3.0,19.0,1775748042.0677
73.197,15.0,15.88,-0.88,23.0,4.0,3.0,19.0,1775748042.078
73.207,15.0,15.73,-0.73,23.0,4.0,3.0,19.0,1775748042.0885
73.217,15.0,15.59,-0.59,23.0,4.0,3.0,19.0,1775748042.0986
73.227,15.0,15.44,-0.44,23.0,4.0,3.0,19.0,1775748042.1086
73.238,15.0,15.3,-0.3,23.0,4.0,3.0,19.0,1775748042.1195
73.248,15.0,15.16,-0.16,23.0,4.0,3.0,19.0,1775748042.1291
73.258,15.0,15.02,-0.02,23.0,4.0,3.0,19.0,1775748042.1395
73.268,15.0,14.87,0.13,23.0,4.0,3.0,19.0,1775748042.1496
73.279,15.0,14.74,0.26,23.0,4.0,3.0,19.0,1775748042.1604
73.289,15.0,14.6,0.4,23.0,4.0,3.0,19.0,1775748042.1711
73.299,15.0,14.33,0.67,23.0,4.0,3.0,19.0,1775748042.1807
73.31,15.0,14.19,0.81,23.0,4.0,3.0,19.0,1775748042.1907
73.32,15.0,14.06,0.94,23.0,4.0,3.0,19.0,1775748042.2008
73.33,15.0,13.92,1.08,23.0,4.0,3.0,19.0,1775748042.2112
73.341,15.0,13.79,1.21,23.0,4.0,3.0,19.0,1775748042.2217
73.351,15.0,13.65,1.35,23.0,4.0,3.0,19.0,1775748042.2324
73.361,15.0,13.55,1.45,23.0,4.0,3.0,19.0,1775748042.2422
73.371,15.0,13.43,1.57,23.0,4.0,3.0,19.0,1775748042.2523
73.382,15.0,13.32,1.68,23.0,4.0,3.0,19.0,1775748042.2628
73.392,15.0,13.22,1.78,23.0,4.0,3.0,19.0,1775748042.2729
73.402,15.0,13.12,1.88,23.0,4.0,3.0,19.0,1775748042.2836
73.413,15.0,13.03,1.97,23.0,4.0,3.0,19.0,1775748042.2938
73.423,15.0,12.94,2.06,23.0,4.0,3.0,19.0,1775748042.3039
73.433,15.0,12.85,2.15,23.0,4.0,3.0,19.0,1775748042.3142
73.444,15.0,12.77,2.23,23.0,4.0,3.0,19.0,1775748042.3248
73.454,15.0,12.68,2.32,23.0,4.0,3.0,19.0,1775748042.3352
73.465,15.0,12.6,2.4,23.0,4.0,3.0,19.0,1775748042.3458
73.475,15.0,12.52,2.48,23.0,4.0,3.0,19.0,1775748042.3558
73.485,15.0,12.45,2.55,23.0,4.0,3.0,19.0,1775748042.3662
73.495,15.0,12.37,2.63,23.0,4.0,3.0,19.0,1775748042.3763
73.506,15.0,12.32,2.68,23.0,4.0,3.0,19.0,1775748042.3868
73.516,15.0,12.26,2.74,23.0,4.0,3.0,19.0,1775748042.3973
73.526,15.0,12.22,2.78,23.0,4.0,3.0,19.0,1775748042.4075
73.537,15.0,12.18,2.82,23.0,4.0,3.0,19.0,1775748042.4178
73.547,15.0,12.15,2.85,23.0,4.0,3.0,19.0,1775748042.4283
73.558,15.0,12.13,2.87,23.0,4.0,3.0,19.0,1775748042.439
73.568,15.0,12.11,2.89,23.0,4.0,3.0,19.0,1775748042.4491
73.579,15.0,12.1,2.9,23.0,4.0,3.0,19.0,1775748042.4598
73.589,15.0,12.09,2.91,23.0,4.0,3.0,19.0,1775748042.4702
73.6,15.0,12.08,2.92,23.0,4.0,3.0,19.0,1775748042.4811
73.61,15.0,12.06,2.94,23.0,4.0,3.0,19.0,1775748042.4916
